property_type,bhk,area,locality,city,price_in_crore,price_per_sqft,new_resale,age_of_property,bathrooms,carpet_area,floor,balconies,additional_rooms,furnishing_type,facing,amenities,furnish_details
Apartment,2,1200.0,Pragathi Nagar Kukatpally,Hyderabad,0.44,3666.0,Resale,Unknown,2,1064.52,1.0,1.0,,Unfurnished,East,"Gymnasium, Full Power Backup, Lift(s)",
Apartment,4,1890.0,Kondapur,Hyderabad,0.96,5059.0,Resale,Old Property,4,1676.61,2.0,1.0,"study room, servant room, pooja room",Unfurnished,East,"Staff Quarter, Rain Water Harvesting, Jogging Track, Swimming Pool, Car Parking, Club House, Vaastu Compliant, 24 X 7 Security, Full Power Backup, Lift(s)","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Apartment,3,1597.0,Narsingi,Hyderabad,1.11,6999.0,New,Unknown,3,1416.69,5.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Independent House,2,1000.0,Narsingi,Hyderabad,0.8,8000.0,New,Unknown,2,887.1,2.0,1.0,,Semi-Furnished,East,"Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area, Gymnasium",
Apartment,2,936.0,Isnapur,Hyderabad,0.42,4448.0,New,Unknown,1,830.32,1.0,1.0,,Unfurnished,East,,
Independent House,2,1800.0,Gandhamguda Road,Hyderabad,0.69,3833.0,Resale,Moderately New Property,2,1596.77,2.0,1.0,pooja room,Unfurnished,West,"Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Dining Table
Apartment,3,1680.0,Patancheru,Hyderabad,0.75,4464.0,Resale,Unknown,3,1490.32,4.0,1.0,,Unfurnished,East,"Rain Water Harvesting, Car Parking, Childrens play area, 24 X 7 Security, Full Power Backup, Lift(s)",
Apartment,3,1505.0,Aminpur,Hyderabad,0.78,5200.0,New,Unknown,3,1335.08,5.0,1.0,,Semi-Furnished,East,"Gymnasium, Lift(s), Intercom, Full Power Backup, Childrens play area",Gas connection
Apartment,2,1290.0,Miyapur,Hyderabad,0.62,4844.0,New,New Property,2,1144.35,16.0,2.0,"study room, servant room, pooja room",Semi-Furnished,North,,
Apartment,3,1855.0,Kompally,Hyderabad,0.87,4699.0,New,Unknown,3,1645.56,1.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Intercom, Jogging Track, Indoor Games, Car Parking, Club House, Childrens play area",
Apartment,2,1105.0,Patancheru,Hyderabad,0.5,4524.0,New,Unknown,2,980.24,3.0,1.0,,Unfurnished,West,"Full Power Backup, Lift(s)",Microwave
Apartment,5,2500.0,Habsiguda,Hyderabad,1.0,4000.0,New,Unknown,4,2217.74,9.0,1.0,,Semi-Furnished,East,,
Villa,4,5500.0,Kompally,Hyderabad,6.0,10909.0,Resale,New Property,4,4879.03,2.0,1.0,pooja room,Unfurnished,East,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Villa,4,3000.0,Tellapur,Hyderabad,2.5,8333.0,New,Unknown,4,2661.29,2.0,1.0,,Unfurnished,East,,
Apartment,2,1345.0,Kokapet,Hyderabad,0.98,7299.0,New,New Property,2,1193.15,2.0,1.0,,Unfurnished,East,"Swimming Pool, ATM, Shopping Mall, Cafeteria, Indoor Games, 24 X 7 Security, Car Parking, Gymnasium, Club House, Childrens play area, Lift(s)",
Independent House,3,2200.0,Kapra,Hyderabad,1.45,6590.0,New,Unknown,2,1951.61,2.0,2.0,,Unfurnished,North,Car Parking,
Apartment,2,1150.0,Ameenpur,Hyderabad,0.57,4998.0,New,Unknown,2,1020.16,2.0,2.0,,Unfurnished,West,"Rain Water Harvesting, Intercom, Car Parking, Club House, Vaastu Compliant, Childrens play area, 24 X 7 Security, Full Power Backup, Lift(s)",
Apartment,3,2040.0,Gandipet,Hyderabad,1.93,9500.0,New,Unknown,2,1809.68,1.0,1.0,,Unfurnished,East,"Swimming Pool, Lift(s), Sports Facility, Full Power Backup, Indoor Games, Childrens play area, Rain Water Harvesting, Cafeteria, Intercom, Jogging Track, Club House, 24 X 7 Security, Car Parking, Gymnasium",Gas connection
Independent House,4,3400.0,B N Reddy Nagar,Hyderabad,2.0,5882.0,New,Unknown,4,3016.13,2.0,1.0,,Semi-Furnished,East,,
Apartment,2,1000.0,Puppalaguda,Hyderabad,0.68,6800.0,New,Moderately New Property,2,887.1,2.0,1.0,,Semi-Furnished,East,,
Apartment,3,2085.0,Kukatpally,Hyderabad,1.37,6587.0,New,Unknown,3,1849.6,4.0,1.0,,Unfurnished,East,"Childrens play area, Lift(s)",
Apartment,3,1912.0,Chandanagar,Hyderabad,0.66,3443.0,Resale,Unknown,3,1696.13,5.0,1.0,,Unfurnished,East,"Car Parking, 24 X 7 Security, Full Power Backup, Lift(s)","Gas connection, Dining Table, Washing Machine, Sofa, Refrigerator"
Villa,3,1350.0,Krishna Reddy Pet,Hyderabad,1.2,8888.0,New,Unknown,3,1197.58,2.0,1.0,pooja room,Unfurnished,East,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,3,1900.0,Puppalaguda,Hyderabad,1.24,6526.0,New,Unknown,3,1685.48,4.0,1.0,,Semi-Furnished,East,,
Apartment,2,1150.0,Ameenpur,Hyderabad,0.57,4999.0,New,Unknown,2,1020.16,2.0,2.0,,Unfurnished,West,"Rain Water Harvesting, Intercom, Car Parking, Club House, Vaastu Compliant, Childrens play area, 24 X 7 Security, Full Power Backup, Lift(s)",
Apartment,3,2440.0,Kondapur,Hyderabad,2.45,10040.0,New,New Property,3,2164.52,5.0,1.0,,Unfurnished,East,"Swimming Pool, Lift(s), Intercom, Indoor Games, Sports Facility, Full Power Backup, Gymnasium, Club House, Childrens play area, 24 X 7 Security","Gas connection, Refrigerator"
Apartment,3,1800.0,Kukatpally,Hyderabad,1.25,6944.0,Resale,Moderately New Property,3,1596.77,14.0,2.0,pooja room,Semi-Furnished,East,"Sports Facility, Shopping Mall, Indoor Games, Lift(s), Jogging Track, Full Power Backup, Maintenance Staff, Childrens play area, Intercom, Club House, Swimming Pool, Landscaped Gardens, Multipurpose Room, Staff Quarter, Rain Water Harvesting, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security",Wardrobe
Apartment,3,1540.0,Pragathi Nagar Kukatpally,Hyderabad,0.92,6000.0,New,Unknown,3,1366.13,1.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Villa,2,1500.0,Patancheru,Hyderabad,0.45,3000.0,Resale,Unknown,2,1330.65,2.0,1.0,,Unfurnished,East,,
Villa,5,5460.0,Tellapur,Hyderabad,8.4,15384.0,Resale,New Property,5,4843.55,2.0,1.0,pooja room,Unfurnished,East,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,2,1250.0,Narsingi,Hyderabad,0.84,6699.0,New,Unknown,2,1108.87,2.0,1.0,,Unfurnished,East,"Swimming Pool, Lift(s), Sports Facility, Full Power Backup, Indoor Games, Childrens play area, Rain Water Harvesting, Intercom, Maintenance Staff, Jogging Track, Vaastu Compliant, 24 X 7 Security, Car Parking, Gymnasium, Club House",Gas connection
Apartment,4,4052.0,Madhapur,Hyderabad,5.06,12500.0,New,New Property,4,3594.52,3.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Multipurpose Room, Intercom, Indoor Games, 24 X 7 Security, Car Parking, Club House, Vaastu Compliant, Childrens play area, Full Power Backup",
Apartment,2,1325.0,Manikonda,Hyderabad,0.8,6037.0,New,Unknown,2,1175.4,2.0,2.0,,Unfurnished,East,,
Apartment,2,1200.0,Ahs Colony,Hyderabad,0.62,5166.0,Resale,Old Property,2,1064.52,3.0,1.0,pooja room,Unfurnished,West,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Independent House,6,6000.0,Narayanguda,Hyderabad,11.25,18750.0,Resale,Unknown,6,5322.58,2.0,1.0,,Semi-Furnished,East,,
Apartment,3,1600.0,Madhapur,Hyderabad,0.99,6187.0,New,Unknown,3,1419.35,6.0,2.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Villa,4,3411.0,Bandlaguda Jagir,Hyderabad,5.68,16652.0,New,Unknown,4,3025.89,2.0,1.0,pooja room,Unfurnished,East,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,3,2262.0,Tellapur,Hyderabad,1.7,7515.0,New,Unknown,3,2006.61,16.0,1.0,,Unfurnished,East,"Swimming Pool, ATM, Jogging Track, Indoor Games, Childrens play area",
Apartment,3,1642.0,Appa Junction Peerancheru,Hyderabad,0.9,5500.0,New,Moderately New Property,3,1456.61,10.0,1.0,,Unfurnished,West,"Swimming Pool, ATM, Sports Facility, Lift(s), Jogging Track, Full Power Backup, Intercom, Childrens play area, Club House, Shopping Mall, Landscaped Gardens, Staff Quarter, Rain Water Harvesting, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Apartment,3,2010.0,Gandi Maisamma,Hyderabad,1.22,6099.0,New,Moderately New Property,3,1783.06,5.0,2.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,3,2731.0,Kompally,Hyderabad,0.87,3200.0,New,Unknown,4,2422.66,1.0,1.0,,Unfurnished,East,"Cafeteria, Indoor Games, Gymnasium, Swimming Pool",
Apartment,3,1695.0,Nanakramguda,Hyderabad,1.61,9500.0,New,Unknown,2,1503.63,11.0,1.0,,Unfurnished,East,,
Apartment,2,1000.0,Adibatla,Hyderabad,0.43,4300.0,New,Unknown,2,887.1,2.0,1.0,pooja room,Unfurnished,East,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,2,1135.0,Pragathi Nagar Kukatpally,Hyderabad,0.64,5600.0,New,Moderately New Property,2,1006.85,1.0,1.0,,Unfurnished,North,"Childrens play area, Full Power Backup, Lift(s)",
Apartment,2,1005.0,Bachupally,Hyderabad,0.35,3514.0,New,Unknown,2,891.53,5.0,1.0,,Furnished,East,,
Apartment,3,1175.0,Bachupally,Hyderabad,0.76,6502.0,New,Unknown,3,1042.34,2.0,1.0,,Unfurnished,East,"ATM, Lift(s), Indoor Games, 24 X 7 Security, Rain Water Harvesting, Cafeteria, Maintenance Staff, Gymnasium, Childrens play area, Full Power Backup, Swimming Pool, Club House",
Independent House,3,2200.0,Chinthal,Hyderabad,1.8,8181.0,Resale,Unknown,2,1951.61,2.0,2.0,,Unfurnished,South,Car Parking,
Apartment,3,3030.0,Narsingi,Hyderabad,2.12,6999.0,New,Unknown,3,2687.9,5.0,1.0,,Unfurnished,East,"Swimming Pool, Lift(s), Sports Facility, Full Power Backup, Indoor Games, Childrens play area, Rain Water Harvesting, Intercom, Maintenance Staff, Jogging Track, Vaastu Compliant, 24 X 7 Security, Car Parking, Gymnasium, Club House",
Apartment,2,1150.0,Ameenpur,Hyderabad,0.54,4700.0,New,Unknown,2,1020.16,1.0,2.0,,Unfurnished,West,"Rain Water Harvesting, Intercom, Car Parking, Club House, Vaastu Compliant, Childrens play area, 24 X 7 Security, Full Power Backup, Lift(s)",
Apartment,2,920.0,Miyapur,Hyderabad,0.56,6086.0,Resale,Unknown,2,816.13,3.0,1.0,,Unfurnished,East,"Swimming Pool, Lift(s), Sports Facility, Full Power Backup, Indoor Games, Childrens play area, Multipurpose Room, Rain Water Harvesting, Intercom, Jogging Track, Vaastu Compliant, 24 X 7 Security, Car Parking, Gymnasium, Club House",
Apartment,2,1075.0,Kokapet,Hyderabad,0.81,7499.0,New,Unknown,2,953.63,6.0,1.0,,Unfurnished,East,"Car Parking, Cafeteria, Shopping Mall, Intercom, Maintenance Staff, Jogging Track, Indoor Games, 24 X 7 Security, Swimming Pool, Gymnasium, Childrens play area",
Apartment,3,1839.0,Miyapur,Hyderabad,1.01,5499.0,New,Unknown,3,1631.37,7.0,1.0,,Unfurnished,East,"Swimming Pool, Lift(s), Multipurpose Room, Rain Water Harvesting, Indoor Games, 24 X 7 Security, Car Parking, Gymnasium, Club House, Childrens play area, Full Power Backup",
Apartment,3,1620.0,Cherlapalli,Hyderabad,0.72,4444.0,New,Unknown,3,1437.1,5.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Villa,4,4157.0,Gachibowli,Hyderabad,1.9,4571.0,Resale,Old Property,4,3687.66,2.0,1.0,"servant room, pooja room",Unfurnished,East,"Swimming Pool, Lift(s), Rain Water Harvesting, Intercom, Indoor Games, 24 X 7 Security, Car Parking, Gymnasium, Club House, Childrens play area, Full Power Backup",
Apartment,3,1640.0,Nallagandla Gachibowli,Hyderabad,1.14,7000.0,New,Unknown,3,1454.84,2.0,1.0,,Semi-Furnished,East,,
Apartment,3,1860.0,Vanasthalipuram,Hyderabad,1.2,6451.0,New,Unknown,3,1650.0,5.0,1.0,,Semi-Furnished,North,"Full Power Backup, Lift(s)",
Apartment,2,1175.0,Nagole,Hyderabad,0.58,4901.0,New,Moderately New Property,2,1042.34,1.0,1.0,,Unfurnished,West,"Intercom, Car Parking, Vaastu Compliant, Full Power Backup, Lift(s)",
Apartment,2,1200.0,Tellapur,Hyderabad,0.48,4000.0,New,Unknown,2,1064.52,2.0,1.0,pooja room,Semi-Furnished,North,"Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup, Lift(s)","Sofa, Wardrobe"
Apartment,4,5345.0,Attapur,Hyderabad,4.54,8500.0,New,Unknown,4,4741.53,10.0,1.0,,Unfurnished,East,"Gymnasium, ATM, Lift(s), Jogging Track, Sports Facility, Swimming Pool, Childrens play area",
Apartment,2,1022.0,Patancheru,Hyderabad,0.4,3913.0,Resale,Unknown,2,906.61,3.0,1.0,,Furnished,East,,
Apartment,3,2055.0,Bowrampet,Hyderabad,1.13,5500.0,New,Unknown,3,1822.98,2.0,1.0,,Unfurnished,East,"Rain Water Harvesting, Intercom, Maintenance Staff, Car Parking, Club House, Childrens play area, 24 X 7 Security, Full Power Backup, Lift(s)",
Villa,3,3391.0,Kompally,Hyderabad,1.6,4718.0,New,Unknown,4,3008.15,2.0,1.0,,Unfurnished,East,"Indoor Games, ATM, Jogging Track, Lift(s), Intercom, Full Power Backup, Rain Water Harvesting, Childrens play area, Staff Quarter, Club House, Multipurpose Room, Swimming Pool, Car Parking, Hospital, School, Shopping Mall, 24 X 7 Security, Sports Facility, Gymnasium, Vaastu Compliant",
Apartment,2,1020.0,Malkajgiri,Hyderabad,0.36,3500.0,Resale,Unknown,2,904.84,2.0,2.0,,Furnished,East,,
Apartment,2,1431.0,Kollur,Hyderabad,0.5,3494.0,New,Unknown,2,1269.44,2.0,1.0,,Unfurnished,NorthEast,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area","Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Sofa, Refrigerator, TV"
Independent Floor,2,1000.0,Ecil Main Road,Hyderabad,0.56,5600.0,Resale,Old Property,2,887.1,1.0,1.0,pooja room,Unfurnished,West,"Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup, Lift(s)",Sofa
Apartment,4,2011.0,Khajiguda,Hyderabad,3.21,16000.0,New,Unknown,4,1783.95,4.0,1.0,,Unfurnished,East,"Rain Water Harvesting, Intercom, Car Parking, Club House, Vaastu Compliant, 24 X 7 Security, Full Power Backup, Lift(s)",
Villa,5,4000.0,Kompally,Hyderabad,4.5,11250.0,New,Unknown,5,3548.39,2.0,1.0,pooja room,Unfurnished,East,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Villa,3,3220.0,Ibrahimpatnam,Hyderabad,1.5,4658.0,New,Unknown,3,2856.45,2.0,1.0,pooja room,Unfurnished,East,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,4,3141.0,Manikonda,Hyderabad,3.0,9551.0,Resale,New Property,5,2786.37,34.0,1.0,servant room,Semi-Furnished,East,"Jogging Track, ATM, Maintenance Staff, Lift(s), Intercom, Full Power Backup, Cafeteria, Childrens play area, Rain Water Harvesting, Club House, Staff Quarter, Swimming Pool, Multipurpose Room, Indoor Games, 24 X 7 Security, Hospital, School, Shopping Mall, Landscaped Gardens, Vaastu Compliant, Car Parking, Sports Facility, Gymnasium","Gas connection, Wardrobe, AC"
Villa,4,3200.0,Kapra,Hyderabad,2.29,7156.0,New,Unknown,4,2838.71,2.0,1.0,,Semi-Furnished,East,,
Apartment,3,2060.0,Kondapur,Hyderabad,2.0,9708.0,Resale,New Property,3,1827.42,14.0,2.0,,Unfurnished,West,"Swimming Pool, Landscaped Gardens, Multipurpose Room, Rain Water Harvesting, Intercom, Jogging Track, 24 X 7 Security, Car Parking, Gymnasium, Club House, Childrens play area, Lift(s)",
Apartment,2,1107.0,Aminpur,Hyderabad,0.56,5100.0,New,Unknown,2,982.02,2.0,1.0,,Unfurnished,East,,
Apartment,2,1127.0,Isnapur,Hyderabad,0.47,4200.0,New,New Property,2,999.76,1.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Rain Water Harvesting, Jogging Track, Indoor Games, 24 X 7 Security, Car Parking, Club House, Childrens play area",
Villa,5,3000.0,Yapral,Hyderabad,2.6,8666.0,Resale,Unknown,5,2661.29,2.0,1.0,,Unfurnished,West,Lift(s),
Apartment,2,1260.0,Nagole,Hyderabad,0.74,5865.0,New,Unknown,2,1117.74,1.0,1.0,,Unfurnished,West,"Full Power Backup, Lift(s)",
Apartment,2,1100.0,Aminpur,Hyderabad,0.56,5045.0,New,Unknown,2,975.81,2.0,1.0,,Semi-Furnished,East,"Full Power Backup, Lift(s)",
Apartment,2,1117.0,Kompally,Hyderabad,0.54,4804.0,New,Unknown,2,990.89,5.0,1.0,,Unfurnished,East,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup","Dining Table, Sofa, Refrigerator"
Villa,4,3500.0,Tellapur,Hyderabad,2.35,6714.0,New,Unknown,4,3104.84,2.0,3.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,2,1280.0,Adibhatla,Hyderabad,0.68,5312.0,New,Unknown,2,1135.48,1.0,1.0,pooja room,Unfurnished,West,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,3,1050.0,Nanakramguda,Hyderabad,1.8,17142.0,New,Unknown,3,931.45,11.0,1.0,,Unfurnished,East,"Cafeteria, Jogging Track, Indoor Games, Full Power Backup, Gymnasium, Club House, Childrens play area",
Apartment,3,2217.0,Manikonda,Hyderabad,0.94,4251.0,Resale,New Property,3,1966.69,10.0,1.0,,Unfurnished,East,"Club House, Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, Childrens play area, 24 X 7 Security, Full Power Backup","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Apartment,2,1200.0,Neknampur,Hyderabad,0.78,6500.0,New,New Property,2,1064.52,2.0,1.0,,Unfurnished,West,Full Power Backup,
Apartment,2,1200.0,Gajularamaram,Hyderabad,0.35,2916.0,New,Unknown,2,1064.52,1.0,2.0,pooja room,Semi-Furnished,North,"Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup, Lift(s)","Sofa, Wardrobe"
Apartment,2,1205.0,Bachupally,Hyderabad,0.66,5490.0,New,Unknown,2,1068.95,2.0,1.0,,Unfurnished,East,"Full Power Backup, Lift(s)",
Apartment,4,3715.0,Puppalaguda,Hyderabad,4.04,10891.0,New,Unknown,4,3295.56,4.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Cafeteria, Indoor Games, Car Parking, Childrens play area, Swimming Pool",
Apartment,2,1190.0,Defence Colony,Hyderabad,0.91,7647.0,Resale,Moderately New Property,2,1055.65,1.0,1.0,pooja room,Unfurnished,West,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,2,1179.0,Premavathi Pet,Hyderabad,0.82,6954.0,New,Unknown,2,1045.89,2.0,1.0,,Unfurnished,East,"Swimming Pool, Lift(s), Cafeteria, Indoor Games, Gymnasium",
Apartment,2,1015.0,Dilsukh Nagar,Hyderabad,0.76,7500.0,New,Unknown,2,900.4,1.0,1.0,,Unfurnished,East,"Full Power Backup, Lift(s)",Microwave
Apartment,3,1627.0,Bachupally,Hyderabad,0.94,5799.0,New,New Property,2,1443.31,2.0,1.0,,Unfurnished,East,"Swimming Pool, Lift(s), Car Parking, Rain Water Harvesting, Full Power Backup, Cafeteria, Intercom, Indoor Games, 24 X 7 Security, Childrens play area, Gymnasium, Club House, Vaastu Compliant",
Independent House,5,3500.0,Miyapur,Hyderabad,1.95,5571.0,New,Unknown,5,3104.84,2.0,1.0,,Semi-Furnished,West,,
Apartment,2,1030.0,Ida Pashamylaram,Hyderabad,0.44,4271.0,New,Moderately New Property,2,913.71,2.0,2.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,3,2125.0,Hitech City,Hyderabad,1.12,5300.0,New,Unknown,3,1885.08,2.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,2,1150.0,Ameenpur,Hyderabad,0.57,4999.0,New,Unknown,2,1020.16,4.0,2.0,,Unfurnished,West,"Rain Water Harvesting, Intercom, Jogging Track, Car Parking, Club House, Vaastu Compliant, Childrens play area, 24 X 7 Security, Full Power Backup, Lift(s)",
Apartment,3,2200.0,Manikonda,Hyderabad,1.98,9000.0,Resale,New Property,3,1951.61,5.0,2.0,,Unfurnished,East,"Sports Facility, Landscaped Gardens, Indoor Games, Lift(s), Jogging Track, Full Power Backup, Childrens play area, Multipurpose Room, Rain Water Harvesting, Intercom, Maintenance Staff, Club House, 24 X 7 Security, Car Parking, Swimming Pool, Gymnasium",Gas connection
Apartment,2,1154.0,Pati,Hyderabad,0.5,4332.0,New,Unknown,2,1023.71,4.0,1.0,,Furnished,East,,
Independent House,2,1600.0,Krishna Reddy Pet,Hyderabad,0.95,5937.0,New,Moderately New Property,2,1419.35,2.0,3.0,,Unfurnished,East,,
Apartment,3,1217.0,Bachupally,Hyderabad,0.83,6790.0,New,New Property,3,1079.6,2.0,1.0,,Unfurnished,East,"Swimming Pool, Lift(s), 24 X 7 Security, Rain Water Harvesting, Indoor Games, Full Power Backup, Vaastu Compliant, Cafeteria, Intercom, Maintenance Staff, Jogging Track, Club House, Childrens play area, Car Parking, Gymnasium",
Apartment,3,1890.0,Manikonda,Hyderabad,1.6,8500.0,New,Unknown,3,1676.61,5.0,2.0,,Unfurnished,East,"Gymnasium, Lift(s), Rain Water Harvesting, Jogging Track, Swimming Pool, Car Parking, Club House, Childrens play area, 24 X 7 Security, Full Power Backup",
Apartment,2,1414.0,Lakdikapul,Hyderabad,0.99,7000.0,New,Unknown,2,1254.35,2.0,1.0,,Unfurnished,North,,
Apartment,3,1548.0,Hyder Nagar,Hyderabad,1.22,7899.0,New,Unknown,3,1373.23,5.0,1.0,,Unfurnished,East,"Cafeteria, Indoor Games, Gymnasium, Club House, Childrens play area, 24 X 7 Security, Lift(s)",
