property_type,bhk,area,society_name,locality,city,price_in_crore,price_per_sqft,status,new_resale,price_negotiable,age_of_property,bathrooms,carpet_area,floor,booking_amount,balconies,additional_rooms,security_deposit,furnishing_type,facing,overlooking,ownership_type,amenities,furnish_details
Apartment,2,1456.0,Smr Smr Vinay Iconia Phase Ii Block 1A Block 1B,Kondapur,Hyderabad,1.04,7200.0,Under Construction,New,Yes,Unknown,2.0,1291.61,17.0,,,,No Deposit,Unfurnished,,,Freehold,"Swimming Pool, Lift(s), Intercom, Indoor Games, Full Power Backup, Gymnasium, Club House, Childrens play area, 24 X 7 Security",
Apartment,3,1677.0,Satya Nivriti,Miyapur,Hyderabad,1.14,6799.0,Under Construction,New,No,Unknown,3.0,1487.66,,,,,No Deposit,Unfurnished,,,,"Gymnasium, ATM, Swimming Pool, Lift(s), Full Power Backup, Jogging Track, Indoor Games, Car Parking, Club House, Childrens play area",
Independent House,4,3600.0,,Yapral,Hyderabad,2.25,6250.0,Ready to move,New,No,Unknown,5.0,3193.55,,,,,No Deposit,Unfurnished,West,,,,
Apartment,3,1995.0,Vasavi Sri Nilayam,Lb Nagar,Hyderabad,1.9,9523.0,Ready to move,New,No,New Property,3.0,1769.76,,,,,No Deposit,Unfurnished,East,,,"Sports Facility, ATM, Indoor Games, Lift(s), Jogging Track, Full Power Backup, Maintenance Staff, Childrens play area, Club House, Multipurpose Room, Cafeteria, Intercom, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking, Swimming Pool",
Independent House,4,2300.0,,Beeramguda,Hyderabad,1.55,6739.0,Ready to move,New,Yes,New Property,5.0,2040.32,,50000.0,1.0,pooja room,No Deposit,Unfurnished,North,,Freehold,,
Apartment,2,1145.0,Qualitas Nestilo,Osman Nagar,Hyderabad,0.66,5800.0,Under Construction,New,No,Unknown,1.0,1015.73,,,,,No Deposit,Unfurnished,,,,"Swimming Pool, Lift(s), Rain Water Harvesting, Intercom, Jogging Track, Indoor Games, Car Parking, Gymnasium, Club House, Childrens play area",
Apartment,2,1000.0,,Annajiguda,Hyderabad,0.42,4200.0,Ready to move,New,Yes,New Property,2.0,887.1,2.0,400000.0,1.0,pooja room,No Deposit,Unfurnished,East,Garden View,Freehold,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Villa,5,6000.0,Nest Bliss In The Woods,Harshaguda,Hyderabad,5.82,9700.0,Under Construction,New,No,Unknown,,5322.58,,,,,No Deposit,Unfurnished,,,,"Swimming Pool, Lift(s), Sports Facility, Full Power Backup, Rain Water Harvesting, Maintenance Staff, Indoor Games, 24 X 7 Security, Car Parking, Gymnasium, Club House, Childrens play area",
Independent House,2,990.0,,Katedan Industrial Area,Hyderabad,0.67,6767.0,Ready to move,New,No,New Property,2.0,878.23,,,,,No Deposit,Unfurnished,,,,,
Apartment,3,1650.0,,Kondapur,Hyderabad,1.13,6848.0,Ready to move,New,No,Unknown,3.0,1463.71,,,,,No Deposit,Unfurnished,North,,,"Sports Facility, Childrens play area, Full Power Backup, Lift(s)",
Apartment,3,2100.0,Cybercity Westbrook,Kokapet,Hyderabad,1.57,7499.0,Under Construction,New,Yes,Unknown,3.0,1862.9,5.0,,,,No Deposit,Unfurnished,,,Freehold,"Car Parking, Cafeteria, Shopping Mall, Intercom, Maintenance Staff, Jogging Track, Indoor Games, 24 X 7 Security, Swimming Pool, Gymnasium, Childrens play area",
Apartment,2,1325.0,Sumadhura Horizon,Kondapur,Hyderabad,1.45,10943.0,Ready to move,Resale,No,Unknown,2.0,1175.4,,,,,No Deposit,Unfurnished,,,,"Swimming Pool, Landscaped Gardens, Multipurpose Room, Rain Water Harvesting, Intercom, Jogging Track, 24 X 7 Security, Car Parking, Gymnasium, Club House, Childrens play area, Lift(s)",
Apartment,2,1250.0,,Kondapur,Hyderabad,0.86,6880.0,Under Construction,New,No,Unknown,2.0,1108.87,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Villa,3,1900.0,,Nandigama,Hyderabad,0.74,3894.0,Under Construction,New,Yes,Unknown,3.0,1685.48,,100000.0,,pooja room,No Deposit,Unfurnished,East,"Corner, Garden View, Pool View, Road View",Freehold,,
Apartment,2,1200.0,Candeur 40,Miyapur,Hyderabad,0.8,6666.0,Under Construction,New,No,Unknown,2.0,1064.52,,,,,No Deposit,Unfurnished,East,,,"Indoor Games, Shopping Mall, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Childrens play area, Golf Course, Club House, Swimming Pool, Landscaped Gardens, Multipurpose Room, Rain Water Harvesting, Cafeteria, Sports Facility, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",Gas connection
Apartment,3,1475.0,Aashray Aashray Anil Residency,East Marredpally,Hyderabad,1.6,10847.0,Ready to move,Resale,No,Moderately New Property,2.0,1308.47,,,,,No Deposit,Furnished,,,,"Full Power Backup, Lift(s)",
Apartment,2,1270.0,Vazhraa Vazhraa Prathik,Nizampet,Hyderabad,0.93,7300.0,Ready to move,New,No,New Property,,1126.61,,,,,No Deposit,Unfurnished,,,,"Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Rain Water Harvesting, Indoor Games, 24 X 7 Security, Car Parking, Club House, Childrens play area",
Independent Floor,2,1100.0,,Miyapur,Hyderabad,1.0,9090.0,Ready to move,Resale,No,Unknown,1.0,975.81,,,,,No Deposit,Semi-Furnished,,,,,
Apartment,2,1085.0,,Hyderguda,Hyderabad,0.7,6451.0,Ready to move,Resale,No,Unknown,2.0,962.5,,,,,No Deposit,Semi-Furnished,East,,,,
Apartment,2,1200.0,,Pragathi Nagar Kukatpally,Hyderabad,0.44,3666.0,Under Construction,Resale,No,Unknown,2.0,1064.52,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Full Power Backup, Lift(s)",
Apartment,4,1890.0,Ace Ace Ultima,Kondapur,Hyderabad,0.96,5059.0,Ready to move,Resale,Yes,Old Property,4.0,1676.61,,86000.0,,"study room, servant room, pooja room",No Deposit,Unfurnished,,"Corner, Garden View, Pool View, Road View",Freehold,"Staff Quarter, Rain Water Harvesting, Jogging Track, Swimming Pool, Car Parking, Club House, Vaastu Compliant, 24 X 7 Security, Full Power Backup, Lift(s)","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Apartment,3,1597.0,,Narsingi,Hyderabad,1.11,6999.0,Under Construction,New,No,Unknown,3.0,1416.69,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Independent House,2,1000.0,,Narsingi,Hyderabad,0.8,8000.0,Under Construction,New,No,Unknown,2.0,887.1,,,,,No Deposit,Semi-Furnished,East,,,"Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area, Gymnasium",
Apartment,2,936.0,,Isnapur,Hyderabad,0.42,4448.0,Ready to move,New,No,Unknown,1.0,830.32,,,,,No Deposit,Unfurnished,,,,,
Independent House,2,1800.0,,Gandhamguda Road,Hyderabad,0.69,3833.0,Ready to move,Resale,Yes,Moderately New Property,2.0,1596.77,,500000.0,1.0,pooja room,No Deposit,Unfurnished,West,Road View,Freehold,"Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Dining Table
Apartment,3,1680.0,Sr Construction,Patancheru,Hyderabad,0.75,4464.0,Under Construction,Resale,No,Unknown,3.0,1490.32,,,,,No Deposit,Unfurnished,,,,"Rain Water Harvesting, Car Parking, Childrens play area, 24 X 7 Security, Full Power Backup, Lift(s)",
Apartment,3,1505.0,,Aminpur,Hyderabad,0.78,5200.0,Under Construction,New,No,Unknown,3.0,1335.08,,,,,No Deposit,Semi-Furnished,East,,,"Gymnasium, Lift(s), Intercom, Full Power Backup, Childrens play area",Gas connection
Apartment,2,1290.0,,Miyapur,Hyderabad,0.62,4844.0,Ready to move,New,Yes,New Property,2.0,1144.35,16.0,600000.0,2.0,"study room, servant room, pooja room",No Deposit,Semi-Furnished,North,"Corner, Garden View, Pool View, Road View",Co-Operative Society,,
Apartment,3,1855.0,Primark Eco Nest,Kompally,Hyderabad,0.87,4699.0,Under Construction,New,No,Unknown,,1645.56,,,,,No Deposit,Unfurnished,,,,"Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Intercom, Jogging Track, Indoor Games, Car Parking, Club House, Childrens play area",
Apartment,2,1105.0,,Patancheru,Hyderabad,0.5,4524.0,Under Construction,New,No,Unknown,2.0,980.24,,,,,No Deposit,Unfurnished,West,,,"Full Power Backup, Lift(s)",Microwave
Apartment,5,2500.0,Reputed Builder Golden Residency,Habsiguda,Hyderabad,1.0,4000.0,Ready to move,New,No,Unknown,4.0,2217.74,,,,,No Deposit,Semi-Furnished,,,,,
Villa,4,5500.0,,Kompally,Hyderabad,6.0,10909.0,Ready to move,Resale,Yes,New Property,4.0,4879.03,,1000000.0,1.0,pooja room,No Deposit,Unfurnished,East,Garden View,Freehold,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Villa,4,3000.0,,Tellapur,Hyderabad,2.5,8333.0,Ready to move,New,No,Unknown,4.0,2661.29,,,,,No Deposit,Unfurnished,East,,,,
Apartment,2,1345.0,Greenspace Celestial,Kokapet,Hyderabad,0.98,7299.0,Ready to move,New,No,New Property,,1193.15,,,,,No Deposit,Unfurnished,,,,"Swimming Pool, ATM, Shopping Mall, Cafeteria, Indoor Games, 24 X 7 Security, Car Parking, Gymnasium, Club House, Childrens play area, Lift(s)",
Independent House,3,2200.0,,Kapra,Hyderabad,1.45,6590.0,Ready to move,New,No,Unknown,2.0,1951.61,,290000.0,,,No Deposit,Unfurnished,North,,Freehold,Car Parking,
Apartment,2,1150.0,,Ameenpur,Hyderabad,0.57,4998.0,Under Construction,New,Yes,Unknown,2.0,1020.16,2.0,500000.0,2.0,,No Deposit,Unfurnished,West,Road View,Freehold,"Rain Water Harvesting, Intercom, Car Parking, Club House, Vaastu Compliant, Childrens play area, 24 X 7 Security, Full Power Backup, Lift(s)",
Apartment,3,2040.0,Hallmark Treasor,Gandipet,Hyderabad,1.93,9500.0,Under Construction,New,No,Unknown,2.0,1809.68,,,,,No Deposit,Unfurnished,East,,,"Swimming Pool, Lift(s), Sports Facility, Full Power Backup, Indoor Games, Childrens play area, Rain Water Harvesting, Cafeteria, Intercom, Jogging Track, Club House, 24 X 7 Security, Car Parking, Gymnasium",Gas connection
Independent House,4,3400.0,,B N Reddy Nagar,Hyderabad,2.0,5882.0,Ready to move,New,No,Unknown,4.0,3016.13,,,,,No Deposit,Semi-Furnished,East,,,,
Apartment,2,1000.0,,Puppalaguda,Hyderabad,0.68,6800.0,Ready to move,New,No,Moderately New Property,2.0,887.1,,,,,No Deposit,Semi-Furnished,,,,,
Apartment,3,2085.0,,Kukatpally,Hyderabad,1.37,6587.0,Ready to move,New,No,Unknown,3.0,1849.6,,,,,No Deposit,Unfurnished,East,,,"Childrens play area, Lift(s)",
Apartment,3,1912.0,Suravaram Epsilon Homes,Chandanagar,Hyderabad,0.66,3443.0,Ready to move,Resale,Yes,Unknown,,1696.13,5.0,68000.0,,,No Deposit,Unfurnished,,"Pool View, Garden View",Freehold,"Car Parking, 24 X 7 Security, Full Power Backup, Lift(s)","Gas connection, Dining Table, Washing Machine, Sofa, Refrigerator"
Villa,3,1350.0,,Krishna Reddy Pet,Hyderabad,1.2,8888.0,Under Construction,New,Yes,Unknown,3.0,1197.58,,1000000.0,1.0,pooja room,No Deposit,Unfurnished,East,Garden View,Freehold,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,3,1900.0,,Puppalaguda,Hyderabad,1.24,6526.0,Under Construction,New,No,Unknown,3.0,1685.48,,,,,No Deposit,Semi-Furnished,East,,,,
Apartment,2,1150.0,,Ameenpur,Hyderabad,0.57,4999.0,Under Construction,New,Yes,Unknown,2.0,1020.16,2.0,200000.0,2.0,,No Deposit,Unfurnished,West,Road View,Freehold,"Rain Water Harvesting, Intercom, Car Parking, Club House, Vaastu Compliant, Childrens play area, 24 X 7 Security, Full Power Backup, Lift(s)",
Apartment,3,2440.0,Smr Smr Vinay Iconia Phase Ii Block 1A Block 1B,Kondapur,Hyderabad,2.45,10040.0,Ready to move,New,No,New Property,3.0,2164.52,,,,,No Deposit,Unfurnished,East,,,"Swimming Pool, Lift(s), Intercom, Indoor Games, Sports Facility, Full Power Backup, Gymnasium, Club House, Childrens play area, 24 X 7 Security","Gas connection, Refrigerator"
Apartment,3,1800.0,Aditya Imperial Heights,Kukatpally,Hyderabad,1.25,6944.0,Ready to move,Resale,No,Moderately New Property,3.0,1596.77,14.0,500000.0,2.0,pooja room,No Deposit,Semi-Furnished,East,,,"Sports Facility, Shopping Mall, Indoor Games, Lift(s), Jogging Track, Full Power Backup, Maintenance Staff, Childrens play area, Intercom, Club House, Swimming Pool, Landscaped Gardens, Multipurpose Room, Staff Quarter, Rain Water Harvesting, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security",Wardrobe
Apartment,3,1540.0,,Pragathi Nagar Kukatpally,Hyderabad,0.92,6000.0,Under Construction,New,No,Unknown,3.0,1366.13,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Villa,2,1500.0,,Patancheru,Hyderabad,0.45,3000.0,Under Construction,Resale,No,Unknown,2.0,1330.65,,,,,No Deposit,Unfurnished,,,,,
Villa,5,5460.0,,Tellapur,Hyderabad,8.4,15384.0,Ready to move,Resale,Yes,New Property,5.0,4843.55,,1000000.0,1.0,pooja room,No Deposit,Unfurnished,East,Garden View,Freehold,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,2,1250.0,Vasavi Construction Vasavi Atlantis,Narsingi,Hyderabad,0.84,6699.0,Under Construction,New,No,Unknown,2.0,1108.87,,,,,No Deposit,Unfurnished,East,,,"Swimming Pool, Lift(s), Sports Facility, Full Power Backup, Indoor Games, Childrens play area, Rain Water Harvesting, Intercom, Maintenance Staff, Jogging Track, Vaastu Compliant, 24 X 7 Security, Car Parking, Gymnasium, Club House",Gas connection
Apartment,4,4052.0,Bhavya Bhavyas The Eugen,Madhapur,Hyderabad,5.06,12500.0,Ready to move,New,No,New Property,4.0,3594.52,,,,,No Deposit,Unfurnished,,,,"Gymnasium, Lift(s), Multipurpose Room, Intercom, Indoor Games, 24 X 7 Security, Car Parking, Club House, Vaastu Compliant, Childrens play area, Full Power Backup",
Apartment,2,1325.0,,Manikonda,Hyderabad,0.8,6037.0,Under Construction,New,No,Unknown,2.0,1175.4,,,,,No Deposit,Unfurnished,,,,,
Apartment,2,1200.0,,Ahs Colony,Hyderabad,0.62,5166.0,Ready to move,Resale,Yes,Old Property,2.0,1064.52,3.0,500000.0,1.0,pooja room,No Deposit,Unfurnished,West,"Road View, Garden View",Freehold,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Independent House,6,6000.0,,Narayanguda,Hyderabad,11.25,18750.0,Ready to move,Resale,No,Unknown,6.0,5322.58,,,,,No Deposit,Semi-Furnished,East,,,,
Apartment,3,1600.0,,Madhapur,Hyderabad,0.99,6187.0,Under Construction,New,No,Unknown,3.0,1419.35,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Villa,4,3411.0,,Bandlaguda Jagir,Hyderabad,5.68,16652.0,Under Construction,New,Yes,Unknown,4.0,3025.89,,1000000.0,1.0,pooja room,No Deposit,Unfurnished,East,Garden View,Freehold,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,3,2262.0,My Home Group Sayuk,Tellapur,Hyderabad,1.7,7515.0,Under Construction,New,No,Unknown,,2006.61,,,,,No Deposit,Unfurnished,,,,"Swimming Pool, ATM, Jogging Track, Indoor Games, Childrens play area",
Apartment,3,1642.0,Indis Pbel City,Appa Junction Peerancheru,Hyderabad,0.9,5500.0,Ready to move,New,Yes,Moderately New Property,3.0,1456.61,,,,,No Deposit,Unfurnished,,,Freehold,"Swimming Pool, ATM, Sports Facility, Lift(s), Jogging Track, Full Power Backup, Intercom, Childrens play area, Club House, Shopping Mall, Landscaped Gardens, Staff Quarter, Rain Water Harvesting, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Apartment,3,2010.0,,Gandi Maisamma,Hyderabad,1.22,6099.0,Ready to move,New,No,Moderately New Property,3.0,1783.06,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,3,2731.0,Sunder Ecopolis,Kompally,Hyderabad,0.87,3200.0,Under Construction,New,No,Unknown,,2422.66,,,,,No Deposit,Unfurnished,,,,"Cafeteria, Indoor Games, Gymnasium, Swimming Pool",
Apartment,3,1695.0,Asbl Asbl Loft,Nanakramguda,Hyderabad,1.61,9500.0,Under Construction,New,No,Unknown,2.0,1503.63,,,,,No Deposit,Unfurnished,East,,,,
Apartment,2,1000.0,,Adibatla,Hyderabad,0.43,4300.0,Under Construction,New,Yes,Unknown,2.0,887.1,2.0,500000.0,1.0,pooja room,No Deposit,Unfurnished,East,Road View,Freehold,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,2,1135.0,,Pragathi Nagar Kukatpally,Hyderabad,0.64,5600.0,Ready to move,New,No,Moderately New Property,2.0,1006.85,,,,,No Deposit,Unfurnished,North,,,"Childrens play area, Full Power Backup, Lift(s)",
Apartment,2,1005.0,,Bachupally,Hyderabad,0.35,3514.0,Under Construction,New,Yes,Unknown,2.0,891.53,5.0,366800.0,1.0,,No Deposit,Furnished,East,,Freehold,,
Apartment,3,1175.0,Makuta Projects My Space 2,Bachupally,Hyderabad,0.76,6502.0,Under Construction,New,No,Unknown,,1042.34,,,,,No Deposit,Unfurnished,,,,"ATM, Lift(s), Indoor Games, 24 X 7 Security, Rain Water Harvesting, Cafeteria, Maintenance Staff, Gymnasium, Childrens play area, Full Power Backup, Swimming Pool, Club House",
Independent House,3,2200.0,,Chinthal,Hyderabad,1.8,8181.0,Ready to move,Resale,No,Unknown,2.0,1951.61,,360000.0,,,No Deposit,Unfurnished,South,,Freehold,Car Parking,
Apartment,3,3030.0,Vasavi Construction Vasavi Atlantis,Narsingi,Hyderabad,2.12,6999.0,Under Construction,New,No,Unknown,,2687.9,,,,,No Deposit,Unfurnished,,,,"Swimming Pool, Lift(s), Sports Facility, Full Power Backup, Indoor Games, Childrens play area, Rain Water Harvesting, Intercom, Maintenance Staff, Jogging Track, Vaastu Compliant, 24 X 7 Security, Car Parking, Gymnasium, Club House",
Apartment,2,1150.0,,Ameenpur,Hyderabad,0.54,4700.0,Under Construction,New,Yes,Unknown,2.0,1020.16,1.0,500000.0,2.0,,No Deposit,Unfurnished,West,Road View,Freehold,"Rain Water Harvesting, Intercom, Car Parking, Club House, Vaastu Compliant, Childrens play area, 24 X 7 Security, Full Power Backup, Lift(s)",
Apartment,2,920.0,Urbanrise Spring Is In The Air,Miyapur,Hyderabad,0.56,6086.0,Under Construction,Resale,No,Unknown,2.0,816.13,,,,,No Deposit,Unfurnished,,,,"Swimming Pool, Lift(s), Sports Facility, Full Power Backup, Indoor Games, Childrens play area, Multipurpose Room, Rain Water Harvesting, Intercom, Jogging Track, Vaastu Compliant, 24 X 7 Security, Car Parking, Gymnasium, Club House",
Apartment,2,1075.0,Cybercity Westbrook,Kokapet,Hyderabad,0.81,7499.0,Under Construction,New,Yes,Unknown,2.0,953.63,6.0,,,,No Deposit,Unfurnished,,,Freehold,"Car Parking, Cafeteria, Shopping Mall, Intercom, Maintenance Staff, Jogging Track, Indoor Games, 24 X 7 Security, Swimming Pool, Gymnasium, Childrens play area",
Apartment,3,1839.0,Urbanrise Jewel Of Hyderabad,Miyapur,Hyderabad,1.01,5499.0,Under Construction,New,No,Unknown,,1631.37,,,,,No Deposit,Unfurnished,,,,"Swimming Pool, Lift(s), Multipurpose Room, Rain Water Harvesting, Indoor Games, 24 X 7 Security, Car Parking, Gymnasium, Club House, Childrens play area, Full Power Backup",
Apartment,3,1620.0,,Cherlapalli,Hyderabad,0.72,4444.0,Ready to move,New,No,Unknown,3.0,1437.1,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Villa,4,4157.0,Divya Sree Orion,Gachibowli,Hyderabad,1.9,4571.0,Ready to move,Resale,Yes,Old Property,4.0,3687.66,,128888.0,1.0,"servant room, pooja room",No Deposit,Unfurnished,,"Corner, Garden View, Pool View, Road View",Freehold,"Swimming Pool, Lift(s), Rain Water Harvesting, Intercom, Indoor Games, 24 X 7 Security, Car Parking, Gymnasium, Club House, Childrens play area, Full Power Backup",
Apartment,3,1640.0,Orange Elite,Nallagandla Gachibowli,Hyderabad,1.14,7000.0,Under Construction,New,No,Unknown,3.0,1454.84,,,,,No Deposit,Semi-Furnished,,,,,
Apartment,3,1860.0,,Vanasthalipuram,Hyderabad,1.2,6451.0,Ready to move,New,No,Unknown,3.0,1650.0,,,,,No Deposit,Semi-Furnished,North,,,"Full Power Backup, Lift(s)",
Apartment,2,1175.0,Nirmala Residency,Nagole,Hyderabad,0.58,4901.0,Ready to move,New,No,Moderately New Property,2.0,1042.34,,,,,No Deposit,Unfurnished,West,,,"Intercom, Car Parking, Vaastu Compliant, Full Power Backup, Lift(s)",
Apartment,2,1200.0,,Tellapur,Hyderabad,0.48,4000.0,Under Construction,New,Yes,Unknown,2.0,1064.52,2.0,500000.0,1.0,pooja room,No Deposit,Semi-Furnished,North,Road View,Freehold,"Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup, Lift(s)","Sofa, Wardrobe"
Apartment,4,5345.0,Mahaveer Crystal Garden,Attapur,Hyderabad,4.54,8500.0,Under Construction,New,No,Unknown,,4741.53,,,,,No Deposit,Unfurnished,,,,"Gymnasium, ATM, Lift(s), Jogging Track, Sports Facility, Swimming Pool, Childrens play area",
Apartment,2,1022.0,,Patancheru,Hyderabad,0.4,3913.0,Ready to move,Resale,No,Unknown,2.0,906.61,,,,,No Deposit,Furnished,,,,,
